no	coord	coordx	coordy	median.elevation	forest.percent	water.percent
7531	580130	580	130	1826	7	2
7532	580131	580	131	2043	2	0
7533	580132	580	132	1607	58	0
7534	580133	580	133	1442	47	1
7535	580134	580	134	1684	24	0
7536	580135	580	135	1826	1	1
7537	580136	580	136	2094	0	1
7538	580137	580	137	1867	23	0
7539	580138	580	138	1556	54	3
7540	580139	580	139	1497	33	1
7541	580140	580	140	1383	46	1
7542	580141	580	141	1531	46	0
7543	580142	580	142	1939	4	0
7544	580143	580	143	1755	15	0
7545	580144	580	144	1536	45	0
7546	580145	580	145	1692	52	0
7547	580146	580	146	1387	72	0
7548	580147	580	147	986	14	2
7549	580148	580	148	1040	16	3
7550	580149	580	149	1131	49	0
7551	580150	580	150	1337	26	0
7552	580151	580	151	1489	37	0
7553	580152	580	152	1403	17	1
7554	580153	580	153	1590	15	0
7555	580154	580	154	1579	25	1
7556	580155	580	155	1805	0	0
7557	580156	580	156	1724	6	0
7558	580157	580	157	1451	38	1
7559	580158	580	158	1474	62	0
7560	580159	580	159	1346	31	0
7561	580160	580	160	1433	45	0
7562	580161	580	161	1101	56	0
7563	580162	580	162	955	59	0
7564	580163	580	163	1078	28	0
7565	580164	580	164	1162	43	0
7566	580165	580	165	976	40	0
7567	580166	580	166	1056	36	2
7568	580167	580	167	1230	48	0
7569	580168	580	168	1419	55	0
7570	580169	580	169	1596	29	0
7571	580170	580	170	1537	31	2
7572	580171	580	171	1538	42	0
7573	580172	580	172	1253	86	0
7574	580173	580	173	1110	92	0
7575	580174	580	174	946	76	0
7576	580175	580	175	849	7	0
7577	580176	580	176	789	1	0
7578	580177	580	177	743	0	0
7579	580178	580	178	746	6	0
7580	580179	580	179	687	38	7
7581	580180	580	180	705	7	0
7582	580181	580	181	736	16	0
7583	580182	580	182	727	2	0
7584	580183	580	183	662	40	0
7585	580184	580	184	680	6	0
7586	580185	580	185	677	4	0
7587	580186	580	186	653	11	0
7588	580187	580	187	610	11	0
7589	580188	580	188	589	5	0
7590	580189	580	189	578	13	2
7591	580190	580	190	556	7	28
7592	580191	580	191	526	8	53
7593	580192	580	192	561	6	17
7594	580193	580	193	554	43	0
7595	580194	580	194	534	29	1
7596	580195	580	195	572	84	0
7597	580196	580	196	564	82	0
7598	580197	580	197	549	67	0
7599	580198	580	198	525	40	0
7600	580199	580	199	515	13	0
7601	580200	580	200	506	13	0
7602	580201	580	201	445	0	1
7603	580202	580	202	439	4	0
7604	580203	580	203	435	3	1
7605	580204	580	204	435	0	2
7606	580205	580	205	435	0	0
7607	580206	580	206	437	0	2
7608	580207	580	207	446	1	1
7609	580208	580	208	441	6	1
7610	580209	580	209	440	6	1
7611	580210	580	210	439	13	1
7612	580211	580	211	453	47	4
7613	580212	580	212	432	20	35
7614	580213	580	213	429	0	100
7615	580214	580	214	429	0	100
7616	580215	580	215	429	0	100
7617	580216	580	216	429	0	94
7618	580217	580	217	482	49	32
7619	580218	580	218	790	90	0
7620	580219	580	219	1005	57	0
7621	580220	580	220	965	84	0
7622	580221	580	221	951	81	0
7623	580222	580	222	1004	50	0
7624	580223	580	223	1167	85	0
7625	580224	580	224	1277	50	0
7626	580225	580	225	1109	76	0
7627	580226	580	226	724	56	0
7628	580227	580	227	700	45	1
7629	580228	580	228	936	48	0
7630	580229	580	229	869	45	0
7631	580230	580	230	835	20	0
7632	580231	580	231	818	42	0
7633	580232	580	232	840	25	0
7634	580233	580	233	935	59	0
7635	580234	580	234	949	34	0
7636	580235	580	235	936	45	2
7637	580236	580	236	959	52	0
7638	580237	580	237	1029	24	0
7639	580238	580	238	827	67	0
7640	580239	580	239	848	50	0
7641	580240	580	240	846	58	0
7642	580241	580	241	655	85	0
7643	580242	580	242	746	48	0
7644	580243	580	243	769	59	0
7645	580244	580	244	602	23	0
7646	580245	580	245	673	71	0
7647	580246	580	246	590	77	0
7648	580247	580	247	701	65	0
7649	580248	580	248	843	65	0
7650	580249	580	249	625	49	0
7651	580250	580	250	608	83	0
7652	580251	580	251	503	13	1
7653	580252	580	252	490	0	0
7654	580253	580	253	511	36	0
7655	580254	580	254	513	43	0
7656	580255	580	255	478	11	0
7657	580256	580	256	453	39	0
7658	580257	580	257	446	46	0
7659	580258	580	258	471	84	0
7660	580259	580	259	470	100	0
7661	580260	580	260	473	6	0
7662	581078	581	78	2738	0	0
7663	581079	581	79	2701	0	0
7664	581080	581	80	2650	0	0
7665	581081	581	81	2475	0	0
7666	581082	581	82	2221	2	0
7667	581083	581	83	1942	9	1
7668	581084	581	84	1937	18	18
7669	581085	581	85	1865	13	35
7670	581086	581	86	1850	12	10
7671	581087	581	87	1964	13	0
7672	581088	581	88	1831	53	0
7673	581089	581	89	1711	58	1
7674	581090	581	90	1725	62	0
7675	581091	581	91	1503	57	0
7676	581092	581	92	1583	35	0
7677	581093	581	93	1855	68	0
7678	581094	581	94	1950	50	0
7679	581095	581	95	2158	20	0
7680	581096	581	96	2391	0	0
7681	581097	581	97	2255	0	0
7682	581098	581	98	2256	0	0
7683	581099	581	99	1954	36	0
7684	581100	581	100	1644	60	0
7685	581101	581	101	1518	38	0
7686	581102	581	102	1350	76	0
7687	581103	581	103	847	57	0
7688	581104	581	104	1142	59	0
7689	581105	581	105	1718	89	0
7690	581106	581	106	2062	18	0
7691	581107	581	107	2243	22	0
7692	581108	581	108	1725	71	1
7693	581109	581	109	1224	84	1
7694	581110	581	110	724	51	0
7695	581111	581	111	467	1	0
7696	581112	581	112	467	1	15
7697	581113	581	113	467	0	10
7698	581114	581	114	491	0	3
7699	581115	581	115	692	15	0
7700	581116	581	116	1228	70	0
7701	581117	581	117	952	68	0
7702	581118	581	118	1050	79	1
7703	581119	581	119	1513	36	0
7704	581120	581	120	2484	0	0
7705	581121	581	121	2627	0	0
7706	581122	581	122	2181	0	1
7707	581123	581	123	1873	1	1
7708	581124	581	124	2092	1	0
7709	581125	581	125	1907	5	0
7710	581126	581	126	2013	0	0
7711	581127	581	127	2497	0	0
7712	581128	581	128	3056	0	0
7713	581129	581	129	2627	0	0
7714	581130	581	130	2454	0	3
7715	581131	581	131	2384	0	0
7716	581132	581	132	1775	21	0
7717	581133	581	133	1528	41	3
7718	581134	581	134	1750	16	1
7719	581135	581	135	2050	0	0
7720	581136	581	136	2030	0	0
7721	581137	581	137	1910	4	0
7722	581138	581	138	1838	28	0
7723	581139	581	139	1694	40	1
7724	581140	581	140	1690	35	2
7725	581141	581	141	1861	10	1
7726	581142	581	142	1959	6	0
7727	581143	581	143	2139	0	0
7728	581144	581	144	2007	0	0
7729	581145	581	145	1980	6	0
7730	581146	581	146	1499	47	0
7731	581147	581	147	1097	30	1
7732	581148	581	148	1029	2	1
7733	581149	581	149	1217	40	0
7734	581150	581	150	1250	25	0
7735	581151	581	151	1499	13	0
7736	581152	581	152	1717	16	0
7737	581153	581	153	1533	47	0
7738	581154	581	154	1463	17	0
7739	581155	581	155	1436	14	0
7740	581156	581	156	1436	38	0
7741	581157	581	157	1180	62	0
7742	581158	581	158	1160	69	0
7743	581159	581	159	1034	58	1
7744	581160	581	160	1064	57	1
7745	581161	581	161	958	39	1
7746	581162	581	162	1289	76	1
7747	581163	581	163	1292	45	0
7748	581164	581	164	1345	33	0
7749	581165	581	165	1283	53	0
7750	581166	581	166	1050	52	1
7751	581167	581	167	1190	27	0
7752	581168	581	168	1470	53	0
7753	581169	581	169	1545	16	2
7754	581170	581	170	1359	46	1
7755	581171	581	171	1436	29	1
7756	581172	581	172	1424	66	0
7757	581173	581	173	1210	100	0
7758	581174	581	174	1014	100	0
7759	581175	581	175	882	59	0
7760	581176	581	176	789	8	0
7761	581177	581	177	732	6	0
7762	581178	581	178	698	21	7
7763	581179	581	179	716	17	2
7764	581180	581	180	733	3	0
7765	581181	581	181	735	15	0
7766	581182	581	182	750	28	0
7767	581183	581	183	666	42	0
7768	581184	581	184	662	11	0
7769	581185	581	185	674	8	0
7770	581186	581	186	659	14	0
7771	581187	581	187	626	7	0
7772	581188	581	188	610	19	0
7773	581189	581	189	597	7	0
7774	581190	581	190	565	2	1
7775	581191	581	191	550	11	3
7776	581192	581	192	521	16	11
7777	581193	581	193	568	50	0
7778	581194	581	194	546	41	0
7779	581195	581	195	528	4	0
7780	581196	581	196	533	8	0
7781	581197	581	197	538	19	0
7782	581198	581	198	550	16	0
7783	581199	581	199	514	22	0
7784	581200	581	200	498	0	0
7785	581201	581	201	464	6	0
7786	581202	581	202	450	0	0
7787	581203	581	203	439	0	1
7788	581204	581	204	436	0	0
7789	581205	581	205	437	0	2
7790	581206	581	206	438	1	0
7791	581207	581	207	438	3	1
7792	581208	581	208	439	0	0
7793	581209	581	209	460	15	0
7794	581210	581	210	445	40	6
7795	581211	581	211	440	17	7
7796	581212	581	212	463	4	0
7797	581213	581	213	475	9	25
7798	581214	581	214	450	5	75
7799	581215	581	215	429	0	100
7800	581216	581	216	429	0	100
7801	581217	581	217	429	0	95
7802	581218	581	218	553	62	15
7803	581219	581	219	839	100	0
7804	581220	581	220	1043	73	0
7805	581221	581	221	826	54	0
7806	581222	581	222	750	42	0
7807	581223	581	223	991	76	0
7808	581224	581	224	1193	76	0
7809	581225	581	225	931	84	0
7810	581226	581	226	691	73	4
7811	581227	581	227	927	91	0
7812	581228	581	228	899	78	0
7813	581229	581	229	797	24	0
7814	581230	581	230	750	2	0
7815	581231	581	231	799	66	0
7816	581232	581	232	793	33	0
7817	581233	581	233	970	55	0
7818	581234	581	234	1022	22	0
7819	581235	581	235	862	44	0
7820	581236	581	236	839	44	0
7821	581237	581	237	995	47	0
7822	581238	581	238	850	77	0
7823	581239	581	239	739	75	0
7824	581240	581	240	946	65	0
7825	581241	581	241	645	55	0
7826	581242	581	242	572	34	2
7827	581243	581	243	636	33	0
7828	581244	581	244	808	45	0
7829	581245	581	245	892	26	0
7830	581246	581	246	650	71	0
7831	581247	581	247	691	63	0
7832	581248	581	248	844	47	0
7833	581249	581	249	695	20	0
7834	581250	581	250	673	83	0
7835	581251	581	251	519	1	1
7836	581252	581	252	506	0	0
7837	581253	581	253	581	72	0
7838	581254	581	254	550	24	0
7839	581259	581	259	461	31	0
7840	581260	581	260	444	31	0
7841	582081	582	81	2736	0	0
7842	582082	582	82	2488	0	5
7843	582083	582	83	2294	0	0
7844	582084	582	84	2295	0	2
7845	582085	582	85	2310	0	0
7846	582086	582	86	2136	11	0
7847	582087	582	87	1867	46	2
7848	582088	582	88	1756	30	2
7849	582089	582	89	1717	44	1
7850	582090	582	90	1695	40	1
7851	582091	582	91	1771	28	2
7852	582092	582	92	2072	14	0
7853	582093	582	93	2234	6	0
7854	582094	582	94	2324	0	0
7855	582095	582	95	2453	0	0
7856	582096	582	96	2315	0	1
7857	582097	582	97	2090	7	0
7858	582098	582	98	1911	19	0
7859	582099	582	99	1739	83	0
7860	582100	582	100	1437	83	0
7861	582101	582	101	1170	33	0
7862	582102	582	102	948	23	0
7863	582103	582	103	850	4	1
7864	582104	582	104	1153	42	2
7865	582105	582	105	1493	15	1
7866	582106	582	106	1867	5	0
7867	582107	582	107	2259	0	0
7868	582108	582	108	2056	47	0
7869	582109	582	109	1610	81	1
7870	582110	582	110	1144	97	0
7871	582111	582	111	704	71	0
7872	582112	582	112	467	5	0
7873	582113	582	113	468	0	4
7874	582114	582	114	475	1	9
7875	582115	582	115	522	3	0
7876	582116	582	116	865	74	0
7877	582117	582	117	813	58	0
7878	582118	582	118	1038	86	1
7879	582119	582	119	1665	34	0
7880	582120	582	120	2445	0	0
7881	582121	582	121	2339	0	0
7882	582122	582	122	2393	0	0
7883	582123	582	123	2203	1	0
7884	582124	582	124	1718	25	2
7885	582125	582	125	1597	30	5
7886	582126	582	126	1728	0	5
7887	582127	582	127	2050	0	0
7888	582128	582	128	2502	0	0
7889	582129	582	129	2874	0	0
7890	582130	582	130	2832	0	0
7891	582131	582	131	2487	0	0
7892	582132	582	132	2009	1	1
7893	582133	582	133	1598	50	0
7894	582134	582	134	1678	41	0
7895	582135	582	135	1908	3	1
7896	582136	582	136	1741	27	3
7897	582137	582	137	1704	31	20
7898	582138	582	138	1818	24	0
7899	582139	582	139	1946	6	0
7900	582140	582	140	2169	0	0
7901	582141	582	141	2087	0	0
7902	582142	582	142	1785	11	0
7903	582143	582	143	1813	22	0
7904	582144	582	144	1834	5	0
7905	582145	582	145	2001	1	0
7906	582146	582	146	1595	32	0
7907	582147	582	147	1267	66	0
7908	582148	582	148	1003	15	1
7909	582149	582	149	1260	27	0
7910	582150	582	150	1487	71	1
7911	582151	582	151	1398	56	2
7912	582152	582	152	1604	9	0
7913	582153	582	153	1840	7	0
7914	582154	582	154	1675	23	0
7915	582155	582	155	1608	29	1
7916	582156	582	156	1563	28	1
7917	582157	582	157	1764	20	0
7918	582158	582	158	1623	25	0
7919	582159	582	159	1494	48	0
7920	582160	582	160	1206	66	0
7921	582161	582	161	943	36	3
7922	582162	582	162	1231	64	0
7923	582163	582	163	1555	19	0
7924	582164	582	164	1470	14	0
7925	582165	582	165	1245	60	1
7926	582166	582	166	1090	45	0
7927	582167	582	167	1246	17	1
7928	582168	582	168	1471	37	0
7929	582169	582	169	1425	42	0
7930	582170	582	170	1268	47	1
7931	582171	582	171	1201	33	5
7932	582172	582	172	1274	63	0
7933	582173	582	173	1257	65	0
7934	582174	582	174	1042	84	0
7935	582175	582	175	899	60	0
7936	582176	582	176	825	23	0
7937	582177	582	177	776	11	0
7938	582178	582	178	742	18	7
7939	582179	582	179	763	4	0
7940	582180	582	180	738	8	0
7941	582181	582	181	695	22	0
7942	582182	582	182	687	9	1
7943	582183	582	183	654	19	0
7944	582184	582	184	666	20	0
7945	582185	582	185	653	2	0
7946	582186	582	186	649	1	1
7947	582187	582	187	643	7	0
7948	582188	582	188	646	26	0
7949	582189	582	189	634	6	0
7950	582190	582	190	589	10	0
7951	582191	582	191	560	4	0
7952	582192	582	192	539	36	1
7953	582193	582	193	499	17	2
7954	582194	582	194	524	40	1
7955	582195	582	195	524	39	2
7956	582196	582	196	522	31	1
7957	582197	582	197	513	23	0
7958	582198	582	198	505	5	0
7959	582199	582	199	493	15	0
7960	582200	582	200	482	19	0
7961	582201	582	201	486	1	0
7962	582202	582	202	479	5	0
7963	582203	582	203	480	6	0
7964	582204	582	204	468	0	0
7965	582205	582	205	446	1	2
7966	582206	582	206	438	4	1
7967	582207	582	207	439	4	1
7968	582208	582	208	440	0	0
7969	582209	582	209	442	14	0
7970	582210	582	210	441	12	11
7971	582211	582	211	448	27	0
7972	582212	582	212	446	0	1
7973	582213	582	213	507	4	0
7974	582214	582	214	493	13	0
7975	582215	582	215	444	3	18
7976	582216	582	216	430	1	62
7977	582217	582	217	429	1	98
7978	582218	582	218	430	0	87
7979	582219	582	219	561	74	14
7980	582220	582	220	898	81	0
7981	582221	582	221	924	68	0
7982	582222	582	222	730	33	0
7983	582223	582	223	762	51	0
7984	582224	582	224	1112	64	0
7985	582225	582	225	876	85	0
7986	582226	582	226	646	43	1
7987	582227	582	227	1048	75	0
7988	582228	582	228	1132	65	0
7989	582229	582	229	831	36	0
7990	582230	582	230	766	0	1
7991	582231	582	231	793	8	0
7992	582232	582	232	786	21	1
7993	582233	582	233	925	75	0
7994	582234	582	234	1060	50	0
7995	582235	582	235	890	36	0
7996	582236	582	236	812	12	0
7997	582237	582	237	966	77	0
7998	582238	582	238	799	99	0
7999	582239	582	239	666	46	0
8000	582240	582	240	813	95	0
8001	582241	582	241	661	65	0
8002	582242	582	242	516	2	0
8003	582243	582	243	518	1	0
8004	582244	582	244	578	21	0
8005	582245	582	245	815	53	0
8006	582246	582	246	846	71	0
8007	582247	582	247	797	30	0
8008	582248	582	248	757	49	0
8009	582249	582	249	659	52	0
8010	582250	582	250	598	59	1
8011	582251	582	251	557	10	0
8012	582252	582	252	526	1	1
8013	582253	582	253	591	54	0
8014	582254	582	254	695	1	0
8015	582260	582	260	419	3	0
8016	583082	583	82	2808	0	0
8017	583083	583	83	2808	0	1
8018	583084	583	84	2750	0	2
8019	583085	583	85	2624	0	0
8020	583086	583	86	2284	19	1
8021	583087	583	87	1983	18	1
8022	583088	583	88	2288	0	0
8023	583089	583	89	2271	0	1
8024	583090	583	90	2260	1	0
8025	583091	583	91	2169	14	1
8026	583092	583	92	2436	0	0
8027	583093	583	93	2509	0	0
8028	583094	583	94	2708	0	0
8029	583095	583	95	2801	0	0
8030	583096	583	96	2344	0	1
8031	583097	583	97	1965	44	2
8032	583098	583	98	1652	60	2
8033	583099	583	99	1361	69	2
8034	583100	583	100	1167	75	0
8035	583101	583	101	979	17	0
8036	583102	583	102	874	23	4
8037	583103	583	103	1140	41	0
8038	583104	583	104	1381	8	0
8039	583105	583	105	1522	0	0
8040	583106	583	106	1781	0	0
8041	583107	583	107	2137	0	0
8042	583108	583	108	2147	1	0
8043	583109	583	109	1873	63	0
8044	583110	583	110	1526	75	0
8045	583111	583	111	1230	59	0
8046	583112	583	112	729	69	0
8047	583113	583	113	489	2	0
8048	583114	583	114	483	0	14
8049	583115	583	115	537	0	6
8050	583116	583	116	610	1	1
8051	583117	583	117	740	22	1
8052	583118	583	118	1189	66	3
8053	583119	583	119	1724	20	0
8054	583120	583	120	2074	0	0
8055	583121	583	121	2034	0	0
8056	583122	583	122	1974	10	0
8057	583123	583	123	2068	2	0
8058	583124	583	124	1851	17	0
8059	583125	583	125	1461	48	4
8060	583126	583	126	1474	19	6
8061	583127	583	127	1697	10	2
8062	583128	583	128	2537	0	0
8063	583129	583	129	2816	0	0
8064	583130	583	130	2808	0	0
8065	583131	583	131	2712	0	0
8066	583132	583	132	2298	0	0
8067	583133	583	133	1712	31	0
8068	583134	583	134	1503	65	0
8069	583135	583	135	1724	21	0
8070	583136	583	136	1874	12	0
8071	583137	583	137	1670	54	19
8072	583138	583	138	1564	57	7
8073	583139	583	139	1532	43	1
8074	583140	583	140	1887	15	0
8075	583141	583	141	1982	4	0
8076	583142	583	142	1606	46	0
8077	583143	583	143	1666	55	0
8078	583144	583	144	1646	19	0
8079	583145	583	145	1749	32	0
8080	583146	583	146	1572	34	0
8081	583147	583	147	1292	66	0
8082	583148	583	148	1025	15	2
8083	583149	583	149	1271	27	0
8084	583150	583	150	1730	12	0
8085	583151	583	151	1673	42	0
8086	583152	583	152	1688	28	0
8087	583153	583	153	1813	1	0
8088	583154	583	154	1827	6	0
8089	583155	583	155	1871	6	0
8090	583156	583	156	1746	21	0
8091	583157	583	157	1767	7	1
8092	583158	583	158	1975	0	0
8093	583159	583	159	1400	25	2
8094	583160	583	160	1079	42	0
8095	583161	583	161	1297	63	0
8096	583162	583	162	1509	13	0
8097	583163	583	163	1570	14	0
8098	583164	583	164	1330	46	0
8099	583165	583	165	1233	50	0
8100	583166	583	166	1188	44	0
8101	583167	583	167	1266	37	0
8102	583168	583	168	1427	52	0
8103	583169	583	169	1325	81	1
8104	583170	583	170	1248	73	3
8105	583171	583	171	1222	33	2
8106	583172	583	172	1077	36	4
8107	583173	583	173	1150	40	0
8108	583174	583	174	1077	61	0
8109	583175	583	175	907	42	1
8110	583176	583	176	839	5	0
8111	583177	583	177	787	32	4
8112	583178	583	178	812	28	5
8113	583179	583	179	782	4	1
8114	583180	583	180	780	11	0
8115	583181	583	181	741	24	0
8116	583182	583	182	693	14	0
8117	583183	583	183	674	14	0
8118	583184	583	184	692	12	0
8119	583185	583	185	658	0	0
8120	583186	583	186	665	6	3
8121	583187	583	187	664	6	0
8122	583188	583	188	657	19	0
8123	583189	583	189	650	20	0
8124	583190	583	190	611	9	0
8125	583191	583	191	582	2	0
8126	583192	583	192	564	15	0
8127	583193	583	193	530	14	0
8128	583194	583	194	494	17	4
8129	583195	583	195	529	0	0
8130	583196	583	196	528	30	0
8131	583197	583	197	525	24	0
8132	583198	583	198	510	12	0
8133	583199	583	199	517	20	0
8134	583200	583	200	495	30	0
8135	583201	583	201	486	14	0
8136	583202	583	202	494	25	0
8137	583203	583	203	498	68	0
8138	583204	583	204	494	58	0
8139	583205	583	205	505	79	0
8140	583206	583	206	466	47	0
8141	583207	583	207	442	1	0
8142	583208	583	208	442	2	4
8143	583209	583	209	442	9	4
8144	583210	583	210	442	2	13
8145	583211	583	211	442	11	1
8146	583212	583	212	446	0	1
8147	583213	583	213	481	15	0
8148	583214	583	214	536	61	0
8149	583215	583	215	483	65	0
8150	583216	583	216	447	26	0
8151	583217	583	217	435	3	21
8152	583218	583	218	430	2	60
8153	583219	583	219	430	1	90
8154	583220	583	220	617	77	8
8155	583221	583	221	836	34	0
8156	583222	583	222	730	43	0
8157	583223	583	223	661	25	0
8158	583224	583	224	1123	59	0
8159	583225	583	225	1011	74	0
8160	583226	583	226	629	40	1
8161	583227	583	227	900	76	0
8162	583228	583	228	1202	44	0
8163	583229	583	229	917	72	0
8164	583230	583	230	805	19	1
8165	583231	583	231	752	1	1
8166	583232	583	232	770	4	0
8167	583233	583	233	939	69	0
8168	583234	583	234	1069	36	0
8169	583235	583	235	858	43	0
8170	583236	583	236	813	41	1
8171	583237	583	237	863	69	0
8172	583238	583	238	632	87	0
8173	583239	583	239	587	50	0
8174	583240	583	240	618	72	0
8175	583241	583	241	552	48	0
8176	583242	583	242	496	0	0
8177	583243	583	243	498	6	4
8178	583244	583	244	530	9	1
8179	583245	583	245	591	11	0
8180	583246	583	246	735	63	0
8181	583247	583	247	785	43	0
8182	583248	583	248	847	44	0
8183	583249	583	249	837	66	0
8184	583250	583	250	742	72	0
8185	583251	583	251	652	79	0
8186	583252	583	252	587	48	0
8187	583253	583	253	647	93	0
8188	583254	583	254	712	25	0
8189	584082	584	82	3128	0	0
8190	584083	584	83	3169	0	0
8191	584084	584	84	2797	0	0
8192	584085	584	85	2469	0	0
8193	584086	584	86	2173	18	3
8194	584087	584	87	2265	0	2
8195	584088	584	88	2672	0	0
8196	584089	584	89	2640	0	0
8197	584090	584	90	2729	0	1
8198	584091	584	91	2459	0	2
8199	584092	584	92	2667	0	0
8200	584093	584	93	2892	0	0
8201	584094	584	94	2981	0	1
8202	584095	584	95	2893	0	0
8203	584096	584	96	2634	0	1
8204	584097	584	97	2227	0	0
8205	584098	584	98	1870	51	0
8206	584099	584	99	1509	70	0
8207	584100	584	100	999	34	0
8208	584101	584	101	911	28	1
8209	584102	584	102	1229	72	0
8210	584103	584	103	1590	57	0
8211	584104	584	104	1695	67	0
8212	584105	584	105	1648	17	1
8213	584106	584	106	1811	27	0
8214	584107	584	107	2136	0	0
8215	584108	584	108	2017	24	0
8216	584109	584	109	1739	51	0
8217	584110	584	110	1468	12	0
8218	584111	584	111	1200	25	0
8219	584112	584	112	932	48	0
8220	584113	584	113	623	50	0
8221	584114	584	114	479	2	12
8222	584115	584	115	502	0	0
8223	584116	584	116	547	0	0
8224	584117	584	117	771	24	0
8225	584118	584	118	1240	91	0
8226	584119	584	119	1249	76	0
8227	584120	584	120	1527	43	0
8228	584121	584	121	1480	43	0
8229	584122	584	122	1355	59	0
8230	584123	584	123	1274	50	1
8231	584124	584	124	1270	73	3
8232	584125	584	125	1450	53	0
8233	584126	584	126	1451	44	7
8234	584127	584	127	1878	16	0
8235	584128	584	128	2589	0	0
8236	584129	584	129	2650	0	0
8237	584130	584	130	2646	0	0
8238	584131	584	131	2336	0	0
8239	584132	584	132	2200	0	0
8240	584133	584	133	1811	34	1
8241	584134	584	134	1361	70	0
8242	584135	584	135	1414	44	0
8243	584136	584	136	1689	38	0
8244	584137	584	137	1866	15	0
8245	584138	584	138	1793	37	0
8246	584139	584	139	1534	60	0
8247	584140	584	140	1515	34	2
8248	584141	584	141	2063	2	0
8249	584142	584	142	1539	53	1
8250	584143	584	143	1541	47	0
8251	584144	584	144	1470	34	0
8252	584145	584	145	1528	42	0
8253	584146	584	146	1631	64	0
8254	584147	584	147	1263	79	0
8255	584148	584	148	1025	34	2
8256	584149	584	149	1130	48	0
8257	584150	584	150	1525	58	0
8258	584151	584	151	1563	45	0
8259	584152	584	152	1648	37	0
8260	584153	584	153	1490	30	0
8261	584154	584	154	1639	17	1
8262	584155	584	155	1878	0	0
8263	584156	584	156	1659	44	0
8264	584157	584	157	1564	8	1
8265	584158	584	158	1801	10	0
8266	584159	584	159	1302	60	2
8267	584160	584	160	992	17	1
8268	584161	584	161	1171	33	0
8269	584162	584	162	1764	3	0
8270	584163	584	163	1766	3	0
8271	584164	584	164	1577	12	0
8272	584165	584	165	1569	7	1
8273	584166	584	166	1405	38	0
8274	584167	584	167	1384	70	0
8275	584168	584	168	1520	50	0
8276	584169	584	169	1486	98	0
8277	584170	584	170	1422	72	0
8278	584171	584	171	1290	66	0
8279	584172	584	172	1111	83	2
8280	584173	584	173	990	51	2
8281	584174	584	174	1018	47	0
8282	584175	584	175	887	42	0
8283	584176	584	176	809	31	7
8284	584177	584	177	839	27	4
8285	584178	584	178	843	21	0
8286	584179	584	179	851	1	0
8287	584180	584	180	825	5	0
8288	584181	584	181	756	15	0
8289	584182	584	182	710	19	0
8290	584183	584	183	723	1	0
8291	584184	584	184	740	25	0
8292	584185	584	185	659	7	0
8293	584186	584	186	672	7	0
8294	584187	584	187	680	2	0
8295	584188	584	188	659	0	0
8296	584189	584	189	666	19	0
8297	584190	584	190	617	8	0
8298	584191	584	191	615	28	0
8299	584192	584	192	586	7	0
8300	584193	584	193	562	12	0
8301	584194	584	194	492	6	5
8302	584195	584	195	488	21	4
8303	584196	584	196	486	12	5
8304	584197	584	197	480	25	6
8305	584198	584	198	490	27	0
8306	584199	584	199	488	16	7
8307	584200	584	200	492	39	7
8308	584201	584	201	498	5	0
8309	584202	584	202	517	18	0
8310	584203	584	203	519	37	0
8311	584204	584	204	517	37	1
8312	584205	584	205	492	57	16
8313	584206	584	206	505	72	0
8314	584207	584	207	480	1	1
8315	584208	584	208	444	4	1
8316	584209	584	209	443	1	0
8317	584210	584	210	445	0	10
8318	584211	584	211	443	0	0
8319	584212	584	212	450	1	0
8320	584213	584	213	450	0	0
8321	584214	584	214	521	59	0
8322	584215	584	215	536	100	0
8323	584216	584	216	482	65	0
8324	584217	584	217	454	1	0
8325	584218	584	218	435	0	0
8326	584219	584	219	431	8	37
8327	584220	584	220	433	24	20
8328	584221	584	221	650	67	0
8329	584222	584	222	735	65	1
8330	584223	584	223	626	26	0
8331	584224	584	224	920	90	0
8332	584225	584	225	912	91	0
8333	584226	584	226	638	42	3
8334	584227	584	227	906	77	0
8335	584228	584	228	1210	65	0
8336	584229	584	229	1072	91	0
8337	584230	584	230	852	46	0
8338	584231	584	231	747	8	0
8339	584232	584	232	780	2	0
8340	584233	584	233	1103	77	0
8341	584234	584	234	1160	50	0
8342	584235	584	235	854	55	0
8343	584236	584	236	793	42	0
8344	584237	584	237	907	64	0
8345	584238	584	238	719	71	0
8346	584239	584	239	656	57	1
8347	584240	584	240	854	80	0
8348	584241	584	241	592	60	0
8349	584242	584	242	489	0	2
8350	584243	584	243	485	34	0
8351	584244	584	244	574	87	0
8352	584245	584	245	563	36	0
8353	584246	584	246	591	40	0
8354	584247	584	247	756	41	0
8355	584248	584	248	916	49	0
8356	584249	584	249	803	38	0
8357	584250	584	250	755	78	0
8358	584251	584	251	721	78	0
8359	584252	584	252	642	51	0
8360	584253	584	253	695	61	0
8361	584254	584	254	708	16	0
8362	585081	585	81	3609	0	0
8363	585082	585	82	3592	0	0
8364	585083	585	83	3089	0	0
8365	585084	585	84	2746	0	0
8366	585085	585	85	2400	0	1
8367	585086	585	86	2354	0	0
8368	585087	585	87	2625	0	1
8369	585088	585	88	2956	0	0
8370	585089	585	89	3059	0	0
8371	585090	585	90	3247	0	0
8372	585091	585	91	2942	0	0
8373	585092	585	92	2930	0	0
8374	585093	585	93	2918	0	0
8375	585094	585	94	2794	0	1
8376	585095	585	95	2702	0	1
8377	585096	585	96	2566	0	4
