SurveyYear,RouteNumStopNum,JulianDate,Bfow,MinAfterSunset,Temperature
2003,211302.01,178,2,84,22.8
2003,211302.02,178,2,94,23.3
2003,211302.03,178,2,102,23.9
2003,211302.04,178,1,111,23.9
2003,211302.05,178,2,119,23.3
2003,211302.06,178,1,128,23.3
2003,211302.07,178,0,138,23.9
2003,211302.08,178,1,150,23.3
2003,211302.09,178,1,157,22.8
2003,211302.1,178,0,166,23.3
2003,210601.01,181,1,30,22.8
2003,210601.02,181,1,39,22.2
2003,210601.03,181,0,52,22.2
2003,210601.04,181,3,74,22.8
2003,210601.05,181,3,88,22.8
2003,210601.06,181,1,101,22.2
2003,210601.07,181,1,117,21.1
2003,210601.08,181,1,133,21.7
2003,210601.09,181,3,146,21.1
2003,210601.1,181,3,162,21.1
2003,210801.01,181,0,56,24
2003,210801.02,181,0,67,24
2003,210801.03,181,0,95,24
2003,210801.04,181,0,103,23.5
2003,210801.05,181,0,114,23.5
2003,210801.06,181,0,125,23.2
2003,210801.07,181,0,132,23.1
2003,210801.08,181,0,146,23
2003,210801.09,181,0,158,23
2003,210801.1,181,0,171,23
2004,210901.01,62,0,62,17
2004,210901.02,62,0,75,16
2004,210901.03,62,0,84,13.5
2004,210901.04,62,0,94,15.5
2004,210901.05,62,0,102,15
2004,210901.06,62,0,111,15
2004,210901.07,62,0,118,14.5
2004,210901.08,62,0,125,16
2004,210901.09,62,0,134,15
2004,210901.1,62,0,142,14
2004,211001.01,62,0,44,10
2004,211001.02,62,0,59,10
2004,211001.03,62,0,76,10
2004,211001.04,62,0,94,10
2004,211001.05,62,0,107,10
2004,211001.06,62,0,124,10
2004,211001.07,62,0,141,10
2004,211001.08,62,0,158,10
2004,211001.09,62,0,171,10
2004,211001.1,62,0,190,10
2004,210802.01,63,0,47,15
2004,210802.02,63,0,56,15
2004,210802.03,63,0,66,15
2004,210802.04,63,0,78,15
2004,210802.05,63,0,94,14
2004,210802.06,63,0,101,13
2004,210802.07,63,0,111,13
2004,210802.08,63,0,118,12
2004,210802.09,63,0,125,11
2004,210802.1,63,0,136,10
2004,210702.01,64,0,161,9
2004,210702.02,64,0,169,8
2004,210702.03,64,0,176,8
2004,210702.04,64,0,188,8
2004,210702.05,64,0,196,8
2004,210702.06,64,0,204,8
2004,210702.07,64,0,210,8
2004,210702.08,64,0,217,10
2004,210702.09,64,0,226,9
2004,210702.1,64,0,234,9
2004,210202.01,65,0,295,21.1
2004,210202.02,65,0,323,20
2004,210202.03,65,0,333,19.4
2004,210202.04,65,0,345,19.4
2004,210202.05,65,0,354,19.4
2004,210202.06,65,0,360,19.4
2004,210202.07,65,0,374,20.6
2004,210202.08,65,0,381,19.4
2004,210202.09,65,0,388,18.9
2004,210202.1,65,0,394,19.4
2004,211302.01,66,0,49,13.3
2004,211302.02,66,0,58,12.2
2004,211302.03,66,0,66,11.7
2004,211302.04,66,0,76,11.7
2004,211302.05,66,0,83,11.7
2004,211302.06,66,0,92,12.8
2004,211302.07,66,0,100,12.2
2004,211302.08,66,0,112,11.7
2004,211302.09,66,0,120,12.2
2004,211302.1,66,0,130,12.2
2004,210601.01,67,0,89,8.9
2004,210601.02,67,0,99,8.9
2004,210601.03,67,0,108,8.9
2004,210601.04,67,0,117,8.9
2004,210601.05,67,0,129,8.9
2004,210601.06,67,0,137,8.3
2004,210601.07,67,0,146,8.3
2004,210601.08,67,0,158,8.3
2004,210601.09,67,0,169,8.3
2004,210601.1,67,0,183,8.3
2004,210302.01,85,0,161,13.9
2004,210302.02,85,0,171,13.9
2004,210302.03,85,0,181,13.9
2004,210302.04,85,0,191,13.3
2004,210302.05,85,0,201,13.3
2004,210302.06,85,0,211,12.8
2004,210302.07,85,0,221,12.2
2004,210302.08,85,0,231,12.2
2004,210302.09,85,0,241,12.2
2004,210302.1,85,0,251,11.7
2004,211002.01,85,0,31,16.1
2004,211002.02,85,0,40,16.1
2004,211002.03,85,0,49,16.1
2004,211002.04,85,0,58,15.6
2004,211002.05,85,0,65,15.6
2004,211002.06,85,0,73,15.6
2004,211002.07,85,0,82,15.6
2004,211002.08,85,0,90,15.6
2004,211002.09,85,0,99,15.6
2004,211002.1,85,0,106,15.6
2004,211102.01,85,0,44,15
2004,211102.02,85,0,55,15
2004,211102.03,85,0,61,14
2004,211102.04,85,0,69,14
2004,211102.05,85,0,83,14
2004,211102.06,85,0,89,14
2004,211102.07,85,0,96,14
2004,211102.08,85,0,103,14
2004,211102.09,85,0,111,14
2004,211102.1,85,0,118,14
2004,211301.01,86,0,139,17
2004,211301.02,86,0,156,17
2004,211301.03,86,0,167,17
2004,211301.04,86,0,176,17
2004,211301.05,86,0,186,17
2004,211301.06,86,0,205,17
2004,211301.07,86,0,216,17
2004,211301.08,86,0,226,17
2004,211301.09,86,0,241,17
2004,211301.1,86,0,254,17
2004,210902.01,87,0,30,17.2
2004,210902.02,87,0,39,16.7
2004,210902.03,87,0,48,16.1
2004,210902.04,87,0,56,16.1
2004,210902.05,87,0,65,16.1
2004,210902.06,87,0,73,16.1
2004,210902.07,87,0,81,15.6
2004,210902.08,87,0,91,16.1
2004,210902.09,87,0,100,16.1
2004,210902.1,87,0,109,16.1
2004,211202.01,94,0,42,12.5
2004,211202.02,94,0,52,14.5
2004,211202.03,94,0,61,12
2004,211202.04,94,0,68,10.5
2004,211202.05,94,0,79,12
2004,211202.06,94,0,87,12.5
2004,211202.07,94,0,96,9.5
2004,211202.08,94,0,107,13
2004,211202.09,94,0,117,10.5
2004,211202.1,94,0,126,11.5
2004,211101.01,98,0,32,13.5
2004,211101.02,98,0,45,14
2004,211101.03,98,0,62,13.5
2004,211101.04,98,0,73,15
2004,211101.05,98,0,95,14
2004,211101.06,98,0,119,11
2004,211101.07,98,0,146,15
2004,211101.08,98,0,154,15
2004,211101.09,98,0,167,15
2004,211101.1,98,0,179,11.5
2004,210902.01,109,3,32,24.4
2004,210902.02,109,3,41,23.3
2004,210902.03,109,3,53,22.8
2004,210902.04,109,3,60,22.8
2004,210902.05,109,3,69,22.8
2004,210902.06,109,2,76,22.8
2004,210902.07,109,3,84,21.7
2004,210902.08,109,3,93,20
2004,210902.09,109,3,102,18.9
2004,210902.1,109,3,110,19.4
2004,210601.01,113,3,133,22.8
2004,210601.02,113,3,141,22.8
2004,210601.03,113,0,149,22.2
2004,210601.04,113,3,158,22.8
2004,210601.05,113,3,170,21.7
2004,210601.06,113,3,178,21.7
2004,210601.07,113,3,186,21.1
2004,210601.08,113,0,197,21.7
2004,210601.09,113,3,208,21.1
2004,210601.1,113,3,215,21.1
2004,211301.01,120,1,48,15
2004,211301.02,120,0,66,17
2004,211301.03,120,0,75,17
2004,211301.04,120,0,85,17
2004,211301.05,120,2,96,17
2004,211301.06,120,2,111,17
2004,211301.07,120,3,121,17
2004,211301.08,120,0,135,17
2004,211301.09,120,3,151,17
2004,211301.1,120,0,163,17
2004,210202.01,122,1,6,21.1
2004,210202.02,122,2,36,21.1
2004,210202.03,122,1,56,21.1
2004,210202.04,122,3,66,21.1
2004,210202.05,122,2,76,20.6
2004,210202.06,122,2,96,21.1
2004,210202.07,122,3,106,21.1
2004,210202.08,122,2,123,21.1
2004,210202.09,122,1,136,22.2
2004,210202.1,122,3,159,20
2004,211101.01,126,0,27,14
2004,211101.02,126,0,40,13
2004,211101.03,126,0,54,12
2004,211101.04,126,0,71,14
2004,211101.05,126,0,97,15
2004,211101.06,126,0,116,13
2004,211101.07,126,0,140,13
2004,211101.08,126,0,150,13
2004,211101.09,126,0,168,15
2004,211101.1,126,0,180,12
2004,210802.01,127,0,66,28
2004,210802.02,127,0,75,28
2004,210802.03,127,0,84,28
2004,210802.04,127,0,96,27
2004,210802.05,127,0,110,28
2004,210802.06,127,0,115,27
2004,210802.07,127,0,124,27
2004,210802.08,127,0,131,27
2004,210802.09,127,0,140,27
2004,210802.1,127,0,147,27
2004,211102.01,127,1,31,17
2004,211102.02,127,0,43,17
2004,211102.03,127,0,50,17
2004,211102.04,127,0,58,17
2004,211102.05,127,0,69,17
2004,211102.06,127,0,77,17
2004,211102.07,127,0,84,16
2004,211102.08,127,0,91,16
2004,211102.09,127,0,98,16
2004,211102.1,127,1,105,16
2004,210302.01,132,0,56,22.8
2004,210302.02,132,2,66,23.3
2004,210302.03,132,3,76,22.8
2004,210302.04,132,1,86,22.8
2004,210302.05,132,1,96,22.8
2004,210302.06,132,2,106,22.8
2004,210302.07,132,2,116,22.8
2004,210302.08,132,0,126,22.8
2004,210302.09,132,2,136,22.8
2004,210302.1,132,0,146,22.8
2004,210702.01,132,1,78,23
2004,210702.02,132,2,85,23
2004,210702.03,132,2,94,23
2004,210702.04,132,2,107,20
2004,210702.05,132,3,116,20
2004,210702.06,132,2,125,20
2004,210702.07,132,0,132,20
2004,210702.08,132,2,140,20
2004,210702.09,132,2,148,22
2004,210702.1,132,3,157,21
2004,210901.01,132,0,28,27
2004,210901.02,132,2,41,27
2004,210901.03,132,1,56,27
2004,210901.04,132,1,68,27
2004,210901.05,132,0,78,27
2004,210901.06,132,1,85,26
2004,210901.07,132,0,95,27
2004,210901.08,132,0,103,25.5
2004,210901.09,132,0,112,27
2004,210901.1,132,1,123,25
2004,211002.01,134,1,30,24.4
2004,211002.02,134,0,36,24.4
2004,211002.03,134,1,48,24.4
2004,211002.04,134,2,58,24.4
2004,211002.05,134,0,65,24.4
2004,211002.06,134,0,73,24.4
2004,211002.07,134,2,82,23.9
2004,211002.08,134,1,90,22.8
2004,211002.09,134,2,99,21.1
2004,211002.1,134,2,108,21.1
2004,211001.01,135,0,26,25.6
2004,211001.02,135,0,38,25.6
2004,211001.03,135,0,47,24.4
2004,211001.04,135,2,58,24.4
2004,211001.05,135,0,66,24.4
2004,211001.06,135,1,76,24.4
2004,211001.07,135,0,84,24.4
2004,211001.08,135,0,91,24.4
2004,211001.09,135,0,99,24.4
2004,211001.1,135,0,107,25
2004,211202.01,135,0,62,25
2004,211202.02,135,0,72,23.5
2004,211202.03,135,1,81,27
2004,211202.04,135,1,90,25
2004,211202.05,135,0,101,24.5
2004,211202.06,135,0,109,25
2004,211202.07,135,0,119,23
2004,211202.08,135,1,127,24
2004,211202.09,135,0,136,22
2004,211202.1,135,1,147,25
2004,211101.01,156,0,42,19
2004,211101.02,156,0,55,17
2004,211101.03,156,0,70,18
2004,211101.04,156,0,82,20
2004,211101.05,156,0,103,18.5
2004,211101.06,156,0,125,20
2004,211101.07,156,0,147,18.5
2004,211101.08,156,0,159,20
2004,211101.09,156,0,175,19
2004,211101.1,156,0,185,17.5
2004,211102.01,160,3,48,22
2004,211102.02,160,0,57,22
2004,211102.03,160,0,63,22
2004,211102.04,160,0,70,22
2004,211102.05,160,2,84,22
2004,211102.06,160,0,91,22
2004,211102.07,160,1,98,22
2004,211102.08,160,0,105,22
2004,211102.09,160,2,113,22
2004,211102.1,160,0,120,22
2004,210601.01,161,2,46,25.6
2004,210601.02,161,0,54,25.6
2004,210601.03,161,0,75,25.6
2004,210601.04,161,0,85,25
2004,210601.05,161,1,96,25.6
2004,210601.06,161,0,108,24.4
2004,210601.07,161,0,122,25
2004,210601.08,161,0,142,24.4
2004,210601.09,161,0,155,24.4
2004,210601.1,161,0,167,24.4
2004,210702.01,168,0,90,25
2004,210702.02,168,0,99,25
2004,210702.03,168,0,106,25
2004,210702.04,168,3,118,24
2004,210702.05,168,3,126,24
2004,210702.06,168,0,136,24
2004,210702.07,168,0,144,24
2004,210702.08,168,1,152,24
2004,210702.09,168,0,160,24
2004,210702.1,168,2,168,23
2004,210802.01,178,0,-25,26
2004,210802.02,178,0,-12,24
2004,210802.03,178,0,-2,23
2004,210802.04,178,0,12,22
2004,210802.05,178,0,26,22
2004,210802.06,178,0,32,22
2004,210802.07,178,0,40,21
2004,210802.08,178,0,49,20
2004,210802.09,178,0,57,20
2004,210802.1,178,0,60,20
2004,211301.01,178,0,48,22
2004,211301.02,178,0,65,20
2004,211301.03,178,1,75,20
2004,211301.04,178,0,83,19
2004,211301.05,178,0,92,20
2004,211301.06,178,0,103,19
2004,211301.07,178,0,111,19
2004,211301.08,178,0,121,19
2004,211301.09,178,0,135,19
2004,211301.1,178,0,147,18
2004,210902.01,179,0,32,21.7
2004,210902.02,179,0,40,21.7
2004,210902.03,179,0,49,21.7
2004,210902.04,179,0,57,21.7
2004,210902.05,179,0,65,21.7
2004,210902.06,179,0,73,21.7
2004,210902.07,179,0,81,21.1
2004,210902.08,179,0,90,19.4
2004,210902.09,179,0,98,20
2004,210902.1,179,0,108,20.6
2004,211202.01,179,0,45,23.5
2004,211202.02,179,0,54,24
2004,211202.03,179,0,62,24
2004,211202.04,179,0,70,24
2004,211202.05,179,0,81,24
2004,211202.06,179,0,90,23.5
2004,211202.07,179,0,99,22.5
2004,211202.08,179,0,108,22.5
2004,211202.09,179,0,118,23
2004,211202.1,179,0,127,23.5
2004,211001.01,181,0,-13,22.8
2004,211001.02,181,0,2,22.8
2004,211001.03,181,0,14,22.8
2004,211001.04,181,0,27,22.2
2004,211001.05,181,0,43,22.2
2004,211001.06,181,0,57,21.7
2004,211001.07,181,0,69,21.1
2004,211001.08,181,0,84,21.1
2004,211001.09,181,0,99,20.6
2004,211001.1,181,0,120,20
2004,210202.01,182,0,15,22.8
2004,210202.02,182,0,30,22.8
2004,210202.03,182,0,45,22.8
2004,210202.04,182,0,60,22.8
2004,210202.05,182,0,78,22.8
2004,210202.06,182,0,92,22.2
2004,210202.07,182,0,108,22.2
2004,210202.08,182,0,129,22.2
2004,210202.09,182,0,150,22.2
2004,210202.1,182,0,165,21.1
2004,210302.01,182,0,30,22.8
2004,210302.02,182,0,40,22.2
2004,210302.03,182,0,50,22.2
2004,210302.04,182,0,60,22.2
2004,210302.05,182,0,70,21.7
2004,210302.06,182,0,80,21.7
2004,210302.07,182,0,90,21.7
2004,210302.08,182,0,100,21.7
2004,210302.09,182,0,110,21.7
2004,210302.1,182,0,120,21.7
2004,210901.01,182,0,40,21.5
2004,210901.02,182,0,51,25
2004,210901.03,182,0,60,23
2004,210901.04,182,0,70,24.5
2004,210901.05,182,0,78,24
2004,210901.06,182,0,84,24
2004,210901.07,182,0,90,24.5
2004,210901.08,182,0,96,24
2004,210901.09,182,0,104,22
2004,210901.1,182,0,112,22
2004,211002.01,182,0,30,23.3
2004,211002.02,182,0,39,23.9
2004,211002.03,182,1,46,23.9
2004,211002.04,182,0,54,23.3
2004,211002.05,182,0,63,23.3
2004,211002.06,182,0,71,23.3
2004,211002.07,182,0,81,22.2
2004,211002.08,182,0,89,21.1
2004,211002.09,182,0,98,20.6
2004,211002.1,182,0,103,20.6
2004,211302.01,182,0,46,21.1
2004,211302.02,182,0,56,23.3
2004,211302.03,182,0,63,20
2004,211302.04,182,0,73,20
2004,211302.05,182,1,80,20
2004,211302.06,182,0,89,20
2004,211302.07,182,0,97,20
2004,211302.08,182,0,105,20
2004,211302.09,182,0,112,19.4
2004,211302.1,182,0,121,18.9
2005,210601.01,66,0,90,8.9
2005,210601.02,66,0,100,8.9
2005,210601.03,66,0,109,8.9
2005,210601.04,66,0,118,8.9
2005,210601.05,66,0,130,8.9
2005,210601.06,66,0,138,8.3
2005,210601.07,66,0,147,8.3
2005,210601.08,66,0,159,8.3
2005,210601.09,66,0,170,8.3
2005,210601.1,66,0,184,8.3
2005,210801.01,66,0,60,11.1
2005,210801.02,66,0,67,11.1
2005,210801.03,66,0,90,10
2005,210801.04,66,0,100,10
2005,210801.05,66,0,115,9.4
2005,210801.06,66,0,125,9.4
2005,210801.07,66,0,140,9.4
2005,210801.08,66,0,150,8.9
2005,210801.09,66,0,162,8.9
2005,210801.1,66,0,170,8.9
2005,210601.01,87,0,173,10.6
2005,210601.02,87,0,182,10.6
2005,210601.03,87,0,193,11.1
2005,210601.04,87,0,204,10.6
2005,210601.05,87,0,228,10
2005,210601.06,87,0,241,10
2005,210601.07,87,0,255,10.6
2005,210601.08,87,0,267,10
2005,210601.09,87,0,289,10
2005,210601.1,87,0,302,10
2005,210902.01,88,0,31,12.2
2005,210902.02,88,0,39,12.2
2005,210902.03,88,0,49,12.2
2005,210902.04,88,0,56,12.2
2005,210902.05,88,0,65,12.2
2005,210902.06,88,0,73,12.2
2005,210902.07,88,0,81,12.2
2005,210902.08,88,0,90,12.2
2005,210902.09,88,0,99,12.2
2005,210902.1,88,0,108,11.7
2005,211101.01,89,0,71,9.5
2005,211101.02,89,0,86,9
2005,211101.03,89,0,100,11.5
2005,211101.04,89,0,111,12
2005,211101.05,89,0,131,12
2005,211101.06,89,0,148,9
2005,211101.07,89,0,172,9.5
2005,211101.08,89,0,182,7
2005,211101.09,89,0,193,9
2005,211101.1,89,0,203,6.5
2005,210702.01,91,0,100,8
2005,210702.02,91,0,108,8
2005,210702.03,91,0,116,8
2005,210702.04,91,0,128,8
2005,210702.05,91,0,137,8
2005,210702.06,91,0,146,8
2005,210702.07,91,0,153,8
2005,210702.08,91,0,160,8
2005,210702.09,91,0,169,8
2005,210702.1,91,0,177,9
2005,211102.01,94,0,37,13
2005,211102.02,94,0,50,13
2005,211102.03,94,0,56,13
2005,211102.04,94,0,64,12
2005,211102.05,94,0,78,12
2005,211102.06,94,0,85,11
2005,211102.07,94,1,92,11
2005,211102.08,94,0,99,10
2005,211102.09,94,0,107,10
2005,211102.1,94,0,114,10
2005,210602.01,95,0,106,12
2005,210602.02,95,0,115,12
2005,210602.03,95,0,127,11
2005,210602.04,95,0,138,12
2005,210602.05,95,0,150,12
2005,210602.06,95,0,160,14
2005,210602.07,95,0,169,12
2005,210602.08,95,0,178,11
2005,210602.09,95,0,184,12
2005,210602.1,95,0,195,10
2005,210802.01,95,0,71,12.2
2005,210802.02,95,0,81,12.8
2005,210802.03,95,0,91,12.2
2005,210802.04,95,0,103,11.7
2005,210802.05,95,0,111,10.6
2005,210802.06,95,1,119,10.6
2005,210802.07,95,2,126,11.1
2005,210802.08,95,0,135,10
2005,210802.09,95,2,143,10
2005,210802.1,95,0,151,10
2005,211201.01,95,0,65,14
2005,211201.02,95,0,79,14
2005,211201.03,95,0,95,13
2005,211201.04,95,0,110,13
2005,211201.05,95,0,122,13
2005,211201.06,95,0,140,13
2005,211201.07,95,0,155,13
2005,211201.08,95,0,171,11
2005,211201.09,95,0,195,9
2005,211201.1,95,0,210,9
2005,211301.01,95,1,68,18
2005,211301.02,95,0,90,16
2005,211301.03,95,1,101,15
2005,211301.04,95,0,110,15
2005,211301.05,95,2,120,19
2005,211301.06,95,1,132,19
2005,211301.07,95,1,140,19
2005,211301.08,95,0,151,17
2005,211301.09,95,1,166,19
2005,211301.1,95,0,179,19
2005,211302.01,95,0,35,14.4
2005,211302.02,95,1,43,14.4
2005,211302.03,95,1,51,13.3
2005,211302.04,95,0,59,12.2
2005,211302.05,95,0,66,12.2
2005,211302.06,95,0,75,11.7
2005,211302.07,95,0,84,11.7
2005,211302.08,95,0,92,11.7
2005,211302.09,95,0,99,11.1
2005,211302.1,95,0,108,11.1
2005,210901.01,96,0,52,22
2005,210901.02,96,0,71,22.5
2005,210901.03,96,0,83,22
2005,210901.04,96,0,96,23
2005,210901.05,96,0,104,22
2005,210901.06,96,3,111,22
2005,210901.07,96,0,122,21
2005,210901.08,96,0,133,21
2005,210901.09,96,0,138,20
2005,210901.1,96,0,148,20
2005,211002.01,97,0,31,20.6
2005,211002.02,97,2,37,21.1
2005,211002.03,97,0,45,21.1
2005,211002.04,97,0,52,20.6
2005,211002.05,97,0,59,20.6
2005,211002.06,97,0,66,21.1
2005,211002.07,97,0,74,20.6
2005,211002.08,97,0,82,20.6
2005,211002.09,97,0,90,20
2005,211002.1,97,0,97,20
2005,210902.01,117,0,32,15
2005,210902.02,117,1,41,15
2005,210902.03,117,0,50,15
2005,210902.04,117,0,57,14.4
2005,210902.05,117,0,66,14.4
2005,210902.06,117,0,74,14.4
2005,210902.07,117,0,81,14.4
2005,210902.08,117,0,91,14.4
2005,210902.09,117,0,99,14.4
2005,210902.1,117,0,108,14.4
2005,210601.01,130,3,61,12.2
2005,210601.02,130,3,70,12.2
2005,210601.03,130,0,82,12.8
2005,210601.04,130,0,96,12.2
2005,210601.05,130,3,113,11.7
2005,210601.06,130,0,130,12.2
2005,210601.07,130,0,152,10.6
2005,210601.08,130,3,175,11.1
2005,210601.09,130,0,187,10.6
2005,210601.1,130,2,197,10.6
2005,211101.01,130,0,18,16
2005,211101.02,130,0,30,13
2005,211101.03,130,0,48,14
2005,211101.04,130,0,59,16
2005,211101.05,130,0,78,13
2005,211101.06,130,0,98,13
2005,211101.07,130,2,122,14
2005,211101.08,130,2,132,13
2005,211101.09,130,0,146,13.5
2005,211101.1,130,2,156,11.5
2005,210702.01,131,0,58,22
2005,210702.02,131,1,65,22
2005,210702.03,131,3,72,22
2005,210702.04,131,2,84,20
2005,210702.05,131,2,91,20
2005,210702.06,131,2,100,20
2005,210702.07,131,2,107,20
2005,210702.08,131,2,116,20
2005,210702.09,131,2,124,20
2005,210702.1,131,2,131,21
2005,210802.01,131,0,52,23
2005,210802.02,131,0,65,23.5
2005,210802.03,131,2,94,22
2005,210802.04,131,1,110,22
2005,210802.05,131,1,127,21
2005,210802.06,131,2,143,21.5
2005,210802.07,131,1,157,21.5
2005,210802.08,131,2,171,20
2005,210802.09,131,2,183,20.5
2005,210802.1,131,2,195,20
2005,210901.01,131,1,47,22.5
2005,210901.02,131,1,58,23
2005,210901.03,131,1,68,22.5
2005,210901.04,131,1,78,22.5
2005,210901.05,131,3,88,23
2005,210901.06,131,1,95,22
2005,210901.07,131,0,101,22
2005,210901.08,131,0,106,22
2005,210901.09,131,3,113,22
2005,210901.1,131,2,121,20.5
2005,211002.01,131,3,147,18.3
2005,211002.02,131,2,155,18.3
2005,211002.03,131,2,163,20
2005,211002.04,131,0,170,18.3
2005,211002.05,131,2,177,18.9
2005,211002.06,131,0,185,18.9
2005,211002.07,131,2,194,18.9
2005,211002.08,131,1,201,17.8
2005,211002.09,131,0,214,17.2
2005,211002.1,131,0,220,17.8
2005,211102.01,131,3,31,21
2005,211102.02,131,1,43,21
2005,211102.03,131,2,54,21
2005,211102.04,131,0,61,20
2005,211102.05,131,2,75,20
2005,211102.06,131,2,82,20
2005,211102.07,131,2,89,20
2005,211102.08,131,2,96,20
2005,211102.09,131,2,104,20
2005,211102.1,131,1,111,20
2005,211201.01,131,3,55,16
2005,211201.02,131,3,66,16
2005,211201.03,131,2,77,16
2005,211201.04,131,2,89,15
2005,211201.05,131,0,104,15
2005,211201.06,131,0,115,15
2005,211201.07,131,3,128,14
2005,211201.08,131,0,144,14
2005,211201.09,131,3,158,13
2005,211201.1,131,3,168,14
2005,211202.01,131,3,42,20
2005,211202.02,131,2,52,19.4
2005,211202.03,131,0,62,20
2005,211202.04,131,0,70,18.9
2005,211202.05,131,0,77,19.4
2005,211202.06,131,3,87,19.4
2005,211202.07,131,2,97,19.4
2005,211202.08,131,0,107,19.4
2005,211202.09,131,2,117,18.3
2005,211202.1,131,2,127,18.3
2005,211301.01,131,3,83,20
2005,211301.02,131,0,106,20
2005,211301.03,131,2,115,20
2005,211301.04,131,1,124,18
2005,211301.05,131,1,133,20
2005,211301.06,131,3,138,20
2005,211301.07,131,2,155,20
2005,211301.08,131,0,166,20
2005,211301.09,131,2,178,20
2005,211301.1,131,1,189,20
2005,211102.01,157,1,28,25
2005,211102.02,157,1,42,25
2005,211102.03,157,1,49,25
2005,211102.04,157,0,56,25
2005,211102.05,157,0,68,25
2005,211102.06,157,1,74,24
2005,211102.07,157,0,81,24
2005,211102.08,157,1,88,24
2005,211102.09,157,1,96,24
2005,211102.1,157,1,103,24
2005,210602.01,158,1,36,26
2005,210602.02,158,1,43,25
2005,210602.03,158,1,56,26
2005,210602.04,158,2,67,26
2005,210602.05,158,0,75,24.5
2005,210602.06,158,2,86,23.5
2005,210602.07,158,3,101,24
2005,210602.08,158,2,108,23
2005,210602.09,158,2,116,24.5
2005,210602.1,158,0,139,23
2005,210902.01,163,0,36,26.1
2005,210902.02,163,0,44,26.1
2005,210902.03,163,1,52,25.6
2005,210902.04,163,2,62,25.6
2005,210902.05,163,2,70,25.6
2005,210902.06,163,0,78,25.6
2005,210902.07,163,1,86,25.6
2005,210902.08,163,0,96,25
2005,210902.09,163,2,104,24.4
2005,210902.1,163,0,112,24.4
2005,210601.01,165,1,40,28.3
2005,210601.02,165,0,49,27.8
2005,210601.03,165,0,55,27.8
2005,210601.04,165,0,66,27.8
2005,210601.05,165,0,81,27.2
2005,210601.06,165,0,96,27.8
2005,210601.07,165,0,107,26.7
2005,210601.08,165,0,119,27.2
2005,210601.09,165,0,131,26.7
2005,210601.1,165,0,148,26.7
2005,211002.01,167,1,36,20
2005,211002.02,167,0,42,20
2005,211002.03,167,0,50,20
2005,211002.04,167,1,58,20
2005,211002.05,167,0,65,20
2005,211002.06,167,0,72,18.9
2005,211002.07,167,1,81,18.9
2005,211002.08,167,0,90,18.9
2005,211002.09,167,0,98,18.9
2005,211002.1,167,0,106,18.9
2005,211202.01,167,0,137,18.9
2005,211202.02,167,1,145,18.9
2005,211202.03,167,0,152,18.9
2005,211202.04,167,0,159,18.9
2005,211202.05,167,0,167,18.9
2005,211202.06,167,0,174,18.9
2005,211202.07,167,0,182,18.3
2005,211202.08,167,0,187,18.3
2005,211202.09,167,0,196,17.2
2005,211202.1,167,0,205,17.2
2005,211101.01,174,0,30,22
2005,211101.02,174,0,43,18
2005,211101.03,174,0,58,22
2005,211101.04,174,0,67,23.5
2005,211101.05,174,0,85,21
2005,211101.06,174,0,105,22
2005,211101.07,174,3,132,22
2005,211101.08,174,0,142,21
2005,211101.09,174,0,155,20
2005,211101.1,174,0,169,21
2005,210901.01,175,0,44,23.5
2005,210901.02,175,1,54,23.5
2005,210901.03,175,0,63,23
2005,210901.04,175,1,73,23
2005,210901.05,175,0,83,22
2005,210901.06,175,2,89,22.5
2005,210901.07,175,0,95,22.5
2005,210901.08,175,0,101,23
2005,210901.09,175,1,109,22
2005,210901.1,175,0,118,23
2005,210702.01,180,0,74,23
2005,210702.02,180,2,82,23
2005,210702.03,180,3,90,23
2005,210702.04,180,3,102,22
2005,210702.05,180,2,111,22
2005,210702.06,180,2,120,22
2005,210702.07,180,0,128,22
2005,210702.08,180,1,135,22
2005,210702.09,180,0,142,22
2005,210702.1,180,0,149,22
2005,210802.01,181,3,60,25.6
2005,210802.02,181,2,68,25.6
2005,210802.03,181,3,82,25
2005,210802.04,181,2,97,25
2005,210802.05,181,2,108,25
2005,210802.06,181,3,128,24.4
2005,210802.07,181,3,140,24.4
2005,210802.08,181,2,156,24.4
2005,210802.09,181,2,166,24.4
2005,210802.1,181,2,176,23.9
2005,211301.01,181,0,64,25
2005,211301.02,181,0,81,24
2005,211301.03,181,0,90,24
2005,211301.04,181,0,100,24
2005,211301.05,181,0,112,23
2005,211301.06,181,0,124,23
2005,211301.07,181,0,133,23
2005,211301.08,181,0,143,23
2005,211301.09,181,0,156,23
2005,211301.1,181,0,172,23
2006,210902.01,62,0,147,17.5
2006,210902.02,62,0,158,16
2006,210902.03,62,0,175,16.5
2006,210902.04,62,0,185,17
2006,210902.05,62,0,198,14.5
2006,210902.06,62,0,209,15.5
2006,210902.07,62,0,224,
2006,210902.08,62,0,230,16
2006,210902.09,62,0,243,16
2006,210902.1,62,0,259,15
2006,210302.01,68,0,275,13
2006,210302.02,68,0,288,14
2006,210302.03,68,0,298,14
2006,210302.04,68,0,308,14
2006,210302.05,68,0,318,13
2006,210302.06,68,0,327,14
2006,210302.07,68,0,340,14
2006,210302.08,68,0,351,15
2006,210302.09,68,0,362,14
2006,210302.1,68,0,371,14
2006,210602.01,69,0,63,20
2006,210602.02,69,0,72,20.5
2006,210602.03,69,0,85,20.5
